Cassville,39.675,-80.0678,1221.000000,344.000000
Hundred,39.6836,-80.4576,1210.000000,343.000000
Littleton,39.7024,-80.5147,1209.000000,343.000000
Pentress,39.7101,-80.1685,1218.000000,342.000000
Blacksville,39.7175,-80.2146,1217.000000,342.000000
Cameron,39.8279,-80.5692,1207.000000,338.000000
Moundsville,39.9221,-80.7422,1202.000000,335.000000
Glen Dale,39.9466,-80.7564,1202.000000,334.000000
McMechen,39.9854,-80.7335,1202.000000,333.000000
Benwood,40.0139,-80.7328,1202.000000,332.000000
Bethlehem,40.0452,-80.6898,1204.000000,331.000000
Triadelphia,40.0483,-80.623,1205.000000,331.000000
Wheeling,40.0752,-80.6951,1203.000000,330.000000
Valley Grove,40.0901,-80.569,1207.000000,330.000000
Clearview,40.1399,-80.6899,1204.000000,328.000000
West Liberty,40.1647,-80.5972,1206.000000,327.000000
Windsor Heights,40.1913,-80.6649,1204.000000,326.000000
Bethany,40.2053,-80.5629,1207.000000,326.000000
Beech Bottom,40.2181,-80.6588,1204.000000,325.000000
Wellsburg,40.2811,-80.6102,1206.000000,323.000000
Hooverson Heights,40.319,-80.5825,1207.000000,322.000000
Follansbee,40.3385,-80.5976,1206.000000,321.000000
Weirton,40.406,-80.5671,1207.000000,319.000000
New Cumberland,40.5072,-80.6115,1206.000000,315.000000
Chester,40.6129,-80.5627,1207.000000,312.000000
Newell,40.6179,-80.6,1206.000000,312.000000
